Date,WIZZL,RYAAY,TSLA,NVDA
2017-03-22,1615.0,83.3499984741211,51.00199890136719,26.70294761657715
2017-03-23,1662.0,83.70999908447266,50.95600128173828,26.460803985595703
2017-03-24,1645.0,83.95999908447266,52.63199996948242,26.554697036743164
2017-03-27,1630.0,84.83000183105469,54.04399871826172,26.74742889404297
2017-03-28,1625.0,83.58000183105469,55.4900016784668,26.609058380126953
2017-03-29,1622.0,82.91999816894531,55.47600173950195,26.5225772857666
2017-03-30,1630.0,83.05999755859375,55.58399963378906,27.031583786010742
2017-03-31,1641.0,82.9800033569336,55.65999984741211,26.915447235107422
2017-04-03,1645.0,83.0999984741211,59.70399856567383,26.779544830322266
2017-04-04,1666.0,82.58999633789062,60.7400016784668,24.901668548583984
2017-04-05,1684.0,84.25,59.0,24.71634864807129
2017-04-06,1693.0,85.44999694824219,59.7400016784668,24.896730422973633
2017-04-07,1685.0,85.81999969482422,60.507999420166016,24.790477752685547
2017-04-10,1705.0,85.66000366210938,62.47800064086914,24.157928466796875
2017-04-11,1721.0,87.76000213623047,61.742000579833984,24.24441146850586
2017-04-12,1709.0,86.30000305175781,59.36800003051758,24.044273376464844
2017-04-13,1698.0,86.0199966430664,60.79999923706055,23.59456443786621
2017-04-18,1692.0,86.9800033569336,60.04999923706055,24.53350257873535
2017-04-19,1747.0,87.36000061035156,61.104000091552734,24.629867553710938
2017-04-20,1741.0,88.58999633789062,60.50199890136719,25.020273208618164
2017-04-21,1746.0,88.58000183105469,61.119998931884766,25.124048233032227
2017-04-24,1798.0,91.55999755859375,61.60599899291992,25.43785285949707
2017-04-25,1778.0,91.0199966430664,62.757999420166016,25.880144119262695
2017-04-26,1774.0,90.75,62.034000396728516,25.70223617553711
2017-04-27,1749.0,91.31999969482422,61.72600173950195,26.102523803710938
2017-04-28,1765.0,91.93000030517578,62.81399917602539,25.77142906188965
2017-05-02,1773.0,93.30000305175781,63.77799987792969,25.56880760192871
2017-05-03,1770.0,95.80000305175781,62.20399856567383,25.759065628051758
2017-05-04,1775.0,97.31999969482422,59.09199905395508,25.66023063659668
2017-05-05,1800.0,97.69999694824219,61.66999816894531,25.662704467773438
2017-05-08,1841.0,97.94999694824219,61.4379997253418,25.393373489379883
2017-05-09,1833.0,97.95999908447266,64.25199890136719,25.43538475036621
2017-05-10,1854.0,98.05999755859375,65.04399871826172,29.969478607177734
2017-05-11,1857.0,98.19999694824219,64.62000274658203,31.256811141967773
2017-05-12,1890.0,98.19000244140625,64.96199798583984,31.600263595581055
2017-05-15,1943.0,100.91999816894531,63.17599868774414,33.18657684326172
2017-05-16,1892.0,100.86000061035156,63.402000427246094,33.804298400878906
2017-05-17,1881.0,99.93000030517578,61.22200012207031,31.558256149291992
2017-05-18,1891.0,99.62000274658203,62.61199951171875,32.880184173583984
2017-05-19,1906.0,100.62000274658203,62.16600036621094,33.639549255371094
2017-05-22,1931.0,100.7699966430664,62.06999969482422,34.35687255859375
2017-05-23,1927.0,101.41000366210938,60.77199935913086,33.89432144165039
2017-05-24,1946.0,103.4000015258789,62.04399871826172,34.275238037109375
2017-05-25,2204.0,105.25,63.36600112915039,34.198551177978516
2017-05-26,2285.0,106.22000122070312,65.02799987792969,35.084068298339844
2017-05-30,2343.0,107.76000213623047,67.0199966430664,35.83353805541992
2017-05-31,2279.0,106.73999786376953,68.2020034790039,35.704917907714844
2017-06-01,2280.0,108.38999938964844,68.0739974975586,35.70738983154297
2017-06-02,2279.0,108.9000015258789,67.97000122070312,35.529296875
2017-06-05,2307.0,108.80000305175781,69.46399688720703,36.61022186279297
2017-06-06,2320.0,108.79000091552734,70.56999969482422,36.444496154785156
2017-06-07,2300.0,109.1500015258789,71.93000030517578,36.8847770690918
2017-06-08,2329.0,109.22000122070312,74.0,39.56109619140625
2017-06-09,2355.0,106.56999969482422,71.46399688720703,37.003509521484375
2017-06-12,2365.0,107.3499984741211,71.802001953125,37.09502410888672
2017-06-13,2416.0,107.94999694824219,75.19000244140625,37.44873046875
2017-06-14,2425.0,109.0,76.13200378417969,37.52788543701172
2017-06-15,2277.0,108.69000244140625,75.06800079345703,37.688663482666016
2017-06-16,2297.0,108.45999908447266,74.27999877929688,37.503150939941406
2017-06-19,2317.0,110.58000183105469,73.95999908447266,38.91304397583008
2017-06-20,2311.0,108.44999694824219,74.447998046875,38.85615539550781
2017-06-21,2300.0,108.98999786376953,75.27999877929688,39.444854736328125
2017-06-22,2300.0,109.27999877929688,76.52200317382812,39.172760009765625
2017-06-23,2320.0,109.05999755859375,76.69000244140625,38.0497932434082
2017-06-26,2335.235107421875,108.66000366210938,75.49800109863281,37.63424301147461
2017-06-27,2326.199951171875,107.83000183105469,72.4739990234375,36.25651168823242
2017-06-28,2340.0,107.16999816894531,74.24800109863281,37.53531265258789
2017-06-29,2366.0,106.75,72.1500015258789,36.281246185302734
2017-06-30,2421.0,107.61000061035156,72.3219985961914,35.756866455078125
2017-07-03,2409.0,109.30999755859375,70.52400207519531,34.46323013305664
2017-07-04,2384.0,,,
2017-07-05,2445.0,108.56999969482422,65.41799926757812,35.38336181640625
2017-07-06,2480.0,107.6500015258789,61.76599884033203,35.489723205566406
2017-07-07,2506.0,110.87000274658203,62.64400100708008,36.3010368347168
2017-07-10,2564.0,111.75,63.209999084472656,38.017642974853516
2017-07-11,2564.0,111.68000030517578,65.44400024414062,38.55686950683594
2017-07-12,2580.0,112.0999984741211,65.90399932861328,40.196781158447266
2017-07-13,2580.0,112.30000305175781,64.68199920654297,39.73176574707031
2017-07-14,2572.0,113.08000183105469,65.55599975585938,40.80030822753906
2017-07-17,2612.0,115.04000091552734,63.91400146484375,40.62717056274414
2017-07-18,2588.0,115.56999969482422,65.64800262451172,41.05015182495117
2017-07-19,2671.0,115.19999694824219,65.052001953125,40.83742141723633
2017-07-20,2612.0,112.91999816894531,65.98400115966797,41.43106460571289
2017-07-21,2563.0,112.47000122070312,65.68000030517578,41.57947540283203
2017-07-24,2531.0,111.5,68.50399780273438,41.097137451171875
2017-07-25,2556.0,115.08000183105469,67.91999816894531,40.89926528930664
2017-07-26,2599.0,115.94999694824219,68.7699966430664,41.371700286865234
2017-07-27,2606.0,115.75,66.89199829101562,40.00633239746094
2017-07-28,2614.0,115.3499984741211,67.01399993896484,40.661808013916016
2017-07-31,2603.0,113.33000183105469,64.69400024414062,40.196781158447266
2017-08-01,2672.0,114.73999786376953,63.91400146484375,40.686546325683594
2017-08-02,2670.0,115.75,65.1780014038086,40.661808013916016
2017-08-03,2727.0,117.12999725341797,69.41799926757812,41.17876434326172
2017-08-04,2824.0,116.73999786376953,71.38200378417969,41.35932922363281
2017-08-07,2852.0,116.62999725341797,71.03399658203125,42.63071060180664
2017-08-08,2820.0,116.05999755859375,73.04399871826172,42.123634338378906
2017-08-09,2808.0,115.83999633789062,72.70600128173828,42.57135009765625
2017-08-10,2739.0,115.16999816894531,71.08000183105469,40.748382568359375
2017-08-11,2760.0,114.66999816894531,71.5739974975586,38.57664108276367
2017-08-14,2802.0,117.18000030517578,72.76000213623047,41.65367889404297
2017-08-15,2932.0,119.69000244140625,72.46600341796875,41.30244064331055
2017-08-16,2888.0,120.16000366210938,72.58200073242188,40.84979248046875
2017-08-17,2866.0,116.55999755859375,70.38400268554688,39.939537048339844
2017-08-18,2850.0,115.0999984741211,69.49199676513672,39.94696807861328
2017-08-21,2860.0,115.55999755859375,67.5719985961914,39.365692138671875
2017-08-22,2893.0,115.58999633789062,68.2699966430664,40.24207305908203
2017-08-23,2900.0,113.76000213623047,70.55400085449219,41.046669006347656
2017-08-24,2920.0,112.68000030517578,70.58599853515625,40.89566421508789
2017-08-25,2942.0,113.31999969482422,69.61000061035156,40.55400848388672
2017-08-29,2938.0,114.1500015258789,69.47200012207031,40.77434539794922
2017-08-30,2915.0,112.12999725341797,70.63600158691406,41.0169677734375
2017-08-31,2945.0,113.69999694824219,71.18000030517578,41.947818756103516
2017-09-01,2954.0,114.87999725341797,71.08000183105469,42.200340270996094
2017-09-04,2952.0,,,
2017-09-05,2917.0,114.43000030517578,69.91799926757812,41.07390594482422
2017-09-06,2903.0,115.58000183105469,68.90599822998047,41.04914855957031
2017-09-07,2850.0,116.31999969482422,70.12200164794922,41.239776611328125
2017-09-08,2868.0,116.02999877929688,68.68000030517578,40.5243034362793
2017-09-11,2930.0,116.30999755859375,72.73799896240234,41.83888626098633
2017-09-12,2900.0,116.66999816894531,72.55000305175781,41.98990249633789
2017-09-13,2888.0,114.08999633789062,73.24600219726562,42.17805862426758
2017-09-14,2828.0,110.27999877929688,75.52799987792969,41.93791961669922
2017-09-15,2849.0,108.1500015258789,75.96199798583984,44.589359283447266
2017-09-18,2799.0,107.0,77.0,46.4312629699707
2017-09-19,2863.0,108.75,75.0199966430664,46.38175964355469
2017-09-20,2887.0,106.19999694824219,74.78199768066406,46.00792694091797
2017-09-21,2843.0,106.37000274658203,73.2959976196289,44.75028991699219
2017-09-22,2830.0,106.04000091552734,70.21800231933594,44.31455993652344
2017-09-25,2813.0,105.36000061035156,68.99800109863281,42.33402633666992
2017-09-26,2837.0,104.69999694824219,69.05000305175781,42.57168960571289
2017-09-27,2814.0,107.62000274658203,68.19400024414062,43.50502395629883
2017-09-28,2848.0,101.58999633789062,67.91999816894531,43.49263000488281
2017-09-29,2861.0,105.41999816894531,68.22000122070312,44.257625579833984
2017-10-02,3000.0,106.58999633789062,68.30599975585938,44.31455993652344
2017-10-03,3084.0,108.69000244140625,69.62799835205078,44.406166076660156
2017-10-04,3121.0,109.08000183105469,71.00199890136719,44.77750778198242
2017-10-05,3133.0,106.47000122070312,71.06600189208984,44.75275802612305
2017-10-06,3155.0,105.7300033569336,71.3759994506836,44.883968353271484
2017-10-09,3111.0,104.61000061035156,68.58799743652344,45.89651870727539
2017-10-10,3112.0,106.16999816894531,71.11799621582031,46.77290344238281
2017-10-11,3164.0,108.55999755859375,70.91999816894531,47.27052307128906
2017-10-12,3302.0,106.68000030517578,71.13600158691406,47.29279708862305
2017-10-13,3310.0,107.66000366210938,71.11399841308594,48.17413330078125
2017-10-16,3237.0,106.63999938964844,70.12000274658203,49.001014709472656
2017-10-17,3243.0,106.37000274658203,71.1500015258789,48.956443786621094
2017-10-18,3302.0,105.98999786376953,71.93000030517578,48.914363861083984
2017-10-19,3255.0,105.22000122070312,70.36199951171875,48.96883010864258
2017-10-20,3265.0,106.86000061035156,69.0199966430664,48.74601745605469
2017-10-23,3258.0,104.61000061035156,67.40399932861328,48.67670440673828
2017-10-24,3233.0,104.01000213623047,67.46800231933594,49.186683654785156
2017-10-25,3282.0,103.45999908447266,65.16799926757812,47.94390106201172
2017-10-26,3263.0,104.80000305175781,65.23400115966797,48.446468353271484
2017-10-27,3179.0,103.83000183105469,64.17400360107422,49.97394561767578
2017-10-30,3159.0,105.04000091552734,64.01599884033203,50.464134216308594
2017-10-31,3275.0,112.11000061035156,66.30599975585938,51.199405670166016
2017-11-01,3351.0,113.1500015258789,64.21600341796875,51.29596710205078
2017-11-02,3269.0,112.33000183105469,59.85200119018555,50.98402404785156
2017-11-03,3282.0,112.41999816894531,61.21799850463867,51.664833068847656
2017-11-06,3358.0,113.04000091552734,60.555999755859375,51.897552490234375
2017-11-07,3335.0,111.80000305175781,61.209999084472656,52.4917106628418
2017-11-08,3024.0,111.6500015258789,60.87799835205078,51.78118896484375
2017-11-09,3103.0,111.87000274658203,60.597999572753906,50.83053970336914
2017-11-10,3137.0,111.25,60.597999572753906,53.509220123291016
2017-11-13,3124.0,111.41000366210938,63.08000183105469,52.640262603759766
2017-11-14,3165.0,112.41000366210938,61.7400016784668,53.02397918701172
2017-11-15,3152.0,114.83999633789062,62.2599983215332,51.98419952392578
2017-11-16,3200.0,117.43000030517578,62.5,52.38773727416992
2017-11-17,3189.0,118.87999725341797,63.0099983215332,52.32583999633789
2017-11-20,3168.0,118.88999938964844,61.74800109863281,52.999229431152344
2017-11-21,3230.0,120.7699966430664,63.5620002746582,53.486942291259766
2017-11-22,3228.0,120.05000305175781,62.52000045776367,53.24662780761719
2017-11-23,3228.0,,,
2017-11-24,3252.0,121.5199966430664,63.11000061035156,53.74953842163086
2017-11-27,3260.0,120.4000015258789,63.36199951171875,53.05091094970703
2017-11-28,3320.0,122.19999694824219,63.5099983215332,52.201171875
2017-11-29,3340.0,126.69000244140625,61.507999420166016,48.660972595214844
2017-11-30,3344.0,121.94000244140625,61.77000045776367,49.72377395629883
2017-12-01,3456.0,120.44999694824219,61.305999755859375,48.973121643066406
2017-12-04,3520.0,120.88999938964844,61.040000915527344,46.24303436279297
2017-12-05,3555.0,118.97000122070312,60.7400016784668,46.51060104370117
2017-12-06,3440.0,119.0,62.652000427246094,46.88716506958008
2017-12-07,3413.0,118.95999908447266,62.24800109863281,47.5634880065918
2017-12-08,3466.0,120.30999755859375,63.0260009765625,47.43961715698242
2017-12-11,3466.0,117.55000305175781,65.78199768066406,48.224945068359375
2017-12-12,3563.0,114.93000030517578,68.20600128173828,47.27857971191406
2017-12-13,3478.0,115.77999877929688,67.80599975585938,46.124122619628906
2017-12-14,3449.0,112.44000244140625,67.5780029296875,46.195960998535156
2017-12-15,3460.0,106.58999633789062,68.69000244140625,47.45695495605469
2017-12-18,3404.0,103.30999755859375,67.77400207519531,49.02762985229492
2017-12-19,3475.0,106.5,66.22000122070312,48.58416748046875
2017-12-20,3486.0,106.8499984741211,65.7959976196289,48.75511169433594
2017-12-21,3528.0,105.27999877929688,66.33200073242188,48.529666900634766
2017-12-22,3495.0,104.30999755859375,65.04000091552734,48.376068115234375
2017-12-27,3572.0,103.33999633789062,62.327999114990234,48.84677505493164
2017-12-28,3572.0,104.66999816894531,63.071998596191406,48.90375518798828
2017-12-29,3680.0,104.19000244140625,62.27000045776367,47.93756866455078
2018-01-02,3700.0,105.25,64.10600280761719,49.38684844970703
2018-01-03,3692.0,107.2699966430664,63.45000076293945,52.637184143066406
2018-01-04,3617.0,107.87999725341797,62.92399978637695,52.91465759277344
2018-01-05,3660.0,108.63999938964844,63.316001892089844,53.36306381225586
2018-01-08,3668.0,109.5199966430664,67.28199768066406,54.998146057128906
2018-01-09,3653.0,110.61000061035156,66.73799896240234,54.9832763671875
2018-01-10,3579.0,109.33000183105469,66.95999908447266,55.41434860229492
2018-01-11,3584.0,112.81999969482422,67.58999633789062,55.51344680786133
2018-01-12,3554.0,115.44000244140625,67.24400329589844,55.24092483520508
2018-01-15,3512.0,,,
2018-01-16,3546.0,116.52999877929688,68.01200103759766,54.52992248535156
2018-01-17,3502.0,117.37999725341797,69.43199920654297,55.6719970703125
2018-01-18,3485.0,119.3499984741211,68.91400146484375,55.602630615234375
2018-01-19,3511.0,120.80000305175781,70.00399780273438,57.00730514526367
2018-01-22,3504.0,120.94000244140625,70.31199645996094,57.89421463012695
2018-01-23,3689.0,123.70999908447266,70.55799865722656,59.18741989135742
2018-01-24,3660.0,122.19999694824219,69.1780014038086,58.41694641113281
2018-01-25,3623.0,121.05000305175781,67.52799987792969,58.55320739746094
2018-01-26,3716.0,122.19999694824219,68.56999969482422,60.28242874145508
2018-01-29,3715.0,123.26000213623047,69.90599822998047,61.15446472167969
2018-01-30,3576.0,121.19999694824219,69.16400146484375,60.13131332397461
2018-01-31,3463.0,122.70999908447266,70.86199951171875,60.894344329833984
2018-02-01,3545.0,122.81999969482422,69.8499984741211,59.581321716308594
2018-02-02,3428.0,120.41000366210938,68.75,57.85210037231445
2018-02-05,3362.0,113.0999984741211,66.6259994506836,52.9419059753418
2018-02-06,3289.0,116.48999786376953,66.79399871826172,55.88505172729492
2018-02-07,3452.0,116.94000244140625,69.0,56.68278503417969
2018-02-08,3265.0,114.12999725341797,63.04600143432617,53.88827896118164
2018-02-09,3208.0,115.69000244140625,62.08399963378906,57.495361328125
2018-02-12,3328.0,116.0,63.145999908447266,56.49201583862305
2018-02-13,3248.0,119.0,64.73200225830078,57.63161849975586
2018-02-14,3208.0,120.83999633789062,64.46199798583984,59.80924606323242
2018-02-15,3215.0,123.25,66.81400299072266,61.06776809692383
2018-02-16,3237.0,124.69000244140625,67.0979995727539,60.40876770019531
2018-02-19,3241.0,,,
2018-02-20,3236.0,123.08999633789062,66.9540023803711,61.706932067871094
2018-02-21,3319.0,121.41999816894531,66.66000366210938,59.831539154052734
2018-02-22,3366.0,121.25,69.23400115966797,60.027374267578125
2018-02-23,3419.0,121.83000183105469,70.41000366210938,60.96440505981445
2018-02-26,3542.0,123.06999969482422,71.48400115966797,61.12554168701172
2018-02-27,3630.0,122.2699966430664,70.197998046875,60.996639251708984
2018-02-28,3625.0,121.26000213623047,68.61199951171875,59.99018859863281
2018-03-01,3566.0,119.02999877929688,66.18599700927734,57.563323974609375
2018-03-02,3533.0,118.55999755859375,67.02400207519531,58.636688232421875
2018-03-05,3472.0,120.6500015258789,66.66999816894531,58.41606521606445
2018-03-06,3417.0,121.44000244140625,65.63999938964844,60.02985763549805
2018-03-07,3470.0,123.16000366210938,66.45999908447266,59.95052719116211
2018-03-08,3450.0,123.25,65.81999969482422,59.786922454833984
2018-03-09,3444.0,123.80000305175781,65.43399810791016,60.8156852722168
2018-03-12,3425.0,122.9800033569336,69.10199737548828,61.91383743286133
2018-03-13,3434.0,123.56999969482422,68.36799621582031,61.40566635131836
2018-03-14,3449.0,123.80999755859375,65.32599639892578,61.66099548339844
2018-03-15,3424.0,123.79000091552734,65.12000274658203,61.809730529785156
2018-03-16,3437.0,125.0,64.2699966430664,62.09233474731445
2018-03-19,3450.0,126.38999938964844,62.71200180053711,59.74229049682617
2018-03-20,3458.0,126.12000274658203,62.11000061035156,61.86922836303711
2018-03-21,3423.0,125.52999877929688,63.305999755859375,61.616371154785156
2018-03-22,3304.0,124.66000366210938,61.81999969482422,59.95301055908203
2018-03-23,3215.0,123.69000244140625,60.30799865722656,57.75171661376953
2018-03-26,3213.0,122.80000305175781,60.83599853515625,60.6049690246582
2018-03-27,3215.0,122.2699966430664,55.83599853515625,55.9049186706543
2018-03-28,3205.0,120.87000274658203,51.555999755859375,54.871192932128906
2018-03-29,3254.0,122.8499984741211,53.22600173950195,57.40962219238281
2018-04-03,3167.0,122.05000305175781,53.50600051879883,55.862770080566406
2018-04-04,3187.0,122.87000274658203,57.38800048828125,56.08339309692383
2018-04-05,3336.0,123.44999694824219,61.14400100708008,54.878631591796875
2018-04-06,3340.0,122.26000213623047,59.86000061035156,53.111148834228516
2018-04-09,3368.0,123.41000366210938,57.93199920654297,53.39870834350586
2018-04-10,3375.0,121.87000274658203,60.939998626708984,56.497371673583984
2018-04-11,3282.0,118.05999755859375,60.18600082397461,56.08339309692383
2018-04-12,3389.0,121.38999938964844,58.816001892089844,58.155784606933594
2018-04-13,3387.0,121.37000274658203,60.06800079345703,57.38731384277344
2018-04-16,3427.0,121.83999633789062,58.242000579833984,57.38483428955078
2018-04-17,3368.0,116.66999816894531,57.53799819946289,58.884586334228516
2018-04-18,3384.0,117.5,58.66999816894531,58.59455108642578
2018-04-19,3302.0,115.5,60.01599884033203,56.777488708496094
2018-04-20,3260.0,114.55999755859375,58.04800033569336,56.6956901550293
2018-04-23,3306.0,115.45999908447266,56.67399978637695,55.49837112426758
2018-04-24,3328.0,112.88999938964844,56.69200134277344,54.83401870727539
2018-04-25,3230.0,111.61000061035156,56.13800048828125,53.70857620239258
2018-04-26,3204.0,111.8499984741211,57.09600067138672,55.83053970336914
2018-04-27,3191.0,110.08999633789062,58.816001892089844,56.10570526123047
2018-04-30,3194.0,109.97000122070312,58.779998779296875,55.751216888427734
2018-05-01,3220.0,112.0199966430664,59.98400115966797,56.306495666503906
2018-05-02,3225.0,112.80999755859375,60.22999954223633,56.10074234008789
2018-05-03,3283.0,112.44999694824219,56.88999938964844,57.756675720214844
2018-05-04,3396.0,113.19999694824219,58.81800079345703,59.26137924194336
2018-05-08,3385.0,112.94000244140625,60.39400100708008,62.07249450683594
2018-05-09,3374.0,112.11000061035156,61.369998931884766,63.406158447265625
2018-05-10,3329.0,111.13999938964844,61.00400161743164,64.48448944091797
2018-05-11,3344.0,111.5,60.21200180053711,63.0963020324707
2018-05-14,3307.0,111.3499984741211,58.39400100708008,63.30204772949219
2018-05-15,3200.0,109.88999938964844,56.83599853515625,60.872684478759766
2018-05-16,3148.0,110.54000091552734,57.29600143432617,60.9842414855957
2018-05-17,3100.0,109.9800033569336,56.90800094604492,61.40566635131836
2018-05-18,3080.0,111.91999816894531,55.36399841308594,60.966896057128906
2018-05-21,3122.0,117.4000015258789,56.89799880981445,60.54547119140625
2018-05-22,3150.0,118.04000091552734,55.00199890136719,60.16371154785156
2018-05-23,3144.0,118.87000274658203,55.81399917602539,61.401466369628906
2018-05-24,3229.0,118.31999969482422,55.56999969482422,61.43867874145508
2018-05-25,3465.0,120.69999694824219,55.77000045776367,61.833072662353516
2018-05-29,3402.0,116.76000213623047,56.75199890136719,61.66192626953125
2018-05-30,3325.0,116.7699966430664,58.34400177001953,62.753326416015625
2018-05-31,3402.0,115.91000366210938,56.94599914550781,62.554893493652344
2018-06-01,3512.0,118.20999908447266,58.36399841308594,63.901771545410156
2018-06-04,3519.0,120.4800033569336,59.347999572753906,65.69514465332031
2018-06-05,3555.0,119.47000122070312,58.22600173950195,65.7497329711914
2018-06-06,3560.0,120.77999877929688,63.900001525878906,65.76956176757812
2018-06-07,3524.0,117.91000366210938,63.21799850463867,65.21146392822266
2018-06-08,3452.0,116.98999786376953,63.53200149536133,65.05767059326172
2018-06-11,3569.0,118.20999908447266,66.41999816894531,64.64591979980469
2018-06-12,3610.0,118.43000030517578,68.55400085449219,65.13208770751953
2018-06-13,3705.0,118.4000015258789,68.95600128173828,65.08744049072266
2018-06-14,3731.0,118.01000213623047,71.54399871826172,66.20612335205078
2018-06-15,3647.0,116.6500015258789,71.63400268554688,65.79685974121094
2018-06-18,3698.0,113.88999938964844,74.16600036621094,65.75467681884766
2018-06-19,3657.0,113.61000061035156,70.51000213623047,64.5343017578125
2018-06-20,3769.0,117.08999633789062,72.44400024414062,65.06511688232422
2018-06-21,3717.0,118.44999694824219,69.50199890136719,63.77527618408203
2018-06-22,3781.0,117.41999816894531,66.72599792480469,62.2473030090332
2018-06-25,3583.0,116.91000366210938,66.60199737548828,59.31291961669922
