,driverID,race,qualipos,racepos
4070,russell,11,18,17
4071,sainz,11,7,10
4072,stroll,11,15,20
4073,vettel,11,20,5
4074,albon,12,12,6
4075,bottas,12,2,4
4076,gasly,12,6,18
4077,giovinazzi,12,14,16
4078,grosjean,12,9,15
4079,hamilton,12,3,1
4080,hulkenberg,12,11,12
4081,kevin_magnussen,12,15,14
4082,kubica,12,20,19
4083,kvyat,12,13,9
4084,leclerc,12,4,3
4085,max_verstappen,12,1,2
4086,norris,12,7,8
4087,perez,12,17,7
4088,raikkonen,12,10,13
4089,ricciardo,12,18,11
4090,russell,12,16,17
4091,sainz,12,8,10
4092,stroll,12,19,20
4093,vettel,12,5,5
4094,albon,13,14,6
4095,bottas,13,4,4
4096,gasly,13,16,18
4097,giovinazzi,13,15,16
4098,grosjean,13,11,15
4099,hamilton,13,3,1
4100,hulkenberg,13,7,12
4101,kevin_magnussen,13,10,14
4102,kubica,13,20,19
4103,kvyat,13,18,9
4104,leclerc,13,1,3
4105,max_verstappen,13,5,2
4106,norris,13,12,8
4107,perez,13,9,7
4108,raikkonen,13,8,13
4109,ricciardo,13,6,11
4110,russell,13,19,17
4111,sainz,13,17,10
4112,stroll,13,13,20
4113,vettel,13,2,5
4114,albon,14,8,6
4115,bottas,14,3,4
4116,gasly,14,15,18
4117,giovinazzi,14,11,16
4118,grosjean,14,16,15
4119,hamilton,14,2,1
4120,hulkenberg,14,6,12
4121,kevin_magnussen,14,12,14
4122,kubica,14,19,19
4123,kvyat,14,13,9
4124,leclerc,14,1,3
4125,max_verstappen,14,20,2
4126,norris,14,14,8
4127,perez,14,17,7
4128,raikkonen,14,10,13
4129,ricciardo,14,5,11
4130,russell,14,18,17
4131,sainz,14,7,10
4132,stroll,14,9,20
4133,vettel,14,4,5
4134,albon,15,6,6
4135,bottas,15,5,4
4136,gasly,15,12,18
4137,giovinazzi,15,11,16
4138,grosjean,15,17,15
4139,hamilton,15,2,1
4140,hulkenberg,15,8,12
4141,kevin_magnussen,15,14,14
4142,kubica,15,19,19
4143,kvyat,15,15,9
4144,leclerc,15,1,3
4145,max_verstappen,15,4,2
4146,norris,15,9,8
4147,perez,15,10,7
4148,raikkonen,15,13,13
4149,ricciardo,15,20,11
4150,russell,15,18,17
4151,sainz,15,7,10
4152,stroll,15,16,20
4153,vettel,15,3,5
4154,albon,16,19,6
4155,bottas,16,5,4
4156,gasly,16,11,18
4157,giovinazzi,16,13,16
4158,grosjean,16,9,15
4159,hamilton,16,2,1
4160,hulkenberg,16,7,12
4161,kevin_magnussen,16,14,14
4162,kubica,16,18,19
4163,kvyat,16,20,9
4164,leclerc,16,1,3
4165,max_verstappen,16,4,2
4166,norris,16,8,8
4167,perez,16,12,7
4168,raikkonen,16,16,13
4169,ricciardo,16,10,11
4170,russell,16,17,17
4171,sainz,16,6,10
4172,stroll,16,15,20
4173,vettel,16,3,5
4174,albon,17,6,6
4175,bottas,17,3,4
4176,gasly,17,9,18
4177,giovinazzi,17,11,16
4178,grosjean,17,10,15
4179,hamilton,17,4,1
4180,hulkenberg,17,15,12
4181,kevin_magnussen,17,19,14
4182,kubica,17,20,19
4183,kvyat,17,14,9
4184,leclerc,17,2,3
4185,max_verstappen,17,5,2
4186,norris,17,8,8
4187,perez,17,17,7
4188,raikkonen,17,13,13
4189,ricciardo,17,16,11
4190,russell,17,18,17
4191,sainz,17,7,10
4192,stroll,17,12,20
4193,vettel,17,1,5
4194,albon,18,5,6
4195,bottas,18,6,4
4196,gasly,18,10,18
4197,giovinazzi,18,15,16
4198,grosjean,18,18,15
4199,hamilton,18,4,1
4200,hulkenberg,18,12,12
4201,kevin_magnussen,18,17,14
4202,kubica,18,20,19
4203,kvyat,18,9,9
4204,leclerc,18,2,3
4205,max_verstappen,18,1,2
4206,norris,18,8,8
4207,perez,18,11,7
4208,raikkonen,18,14,13
4209,ricciardo,18,13,11
4210,russell,18,19,17
4211,sainz,18,7,10
4212,stroll,18,16,20
4213,vettel,18,3,5
4214,albon,19,6,6
4215,bottas,19,1,4
4216,gasly,19,10,18
4217,giovinazzi,19,16,16
4218,grosjean,19,15,15
4219,hamilton,19,5,1
4220,hulkenberg,19,11,12
4221,kevin_magnussen,19,12,14
4222,kubica,19,20,19
4223,kvyat,19,13,9
4224,leclerc,19,4,3
4225,max_verstappen,19,3,2
4226,norris,19,8,8
4227,perez,19,19,7
4228,raikkonen,19,17,13
4229,ricciardo,19,9,11
4230,russell,19,18,17
4231,sainz,19,7,10
4232,stroll,19,14,20
4233,vettel,19,2,5
4234,albon,20,6,6
4235,bottas,20,5,4
4236,gasly,20,7,18
4237,giovinazzi,20,13,16
4238,grosjean,20,8,15
4239,hamilton,20,3,1
4240,hulkenberg,20,14,12
4241,kevin_magnussen,20,10,14
4242,kubica,20,19,19
4243,kvyat,20,16,9
4244,leclerc,20,4,3
4245,max_verstappen,20,1,2
4246,norris,20,11,8
4247,perez,20,15,7
4248,raikkonen,20,9,13
4249,ricciardo,20,12,11
4250,russell,20,18,17
4251,sainz,20,20,10
4252,stroll,20,17,20
4253,vettel,20,2,5
4254,albon,21,6,6
4255,bottas,21,2,4
4256,gasly,21,12,18
4257,giovinazzi,21,17,16
4258,grosjean,21,16,15
4259,hamilton,21,1,1
4260,hulkenberg,21,10,12
4261,kevin_magnussen,21,15,14
4262,kubica,21,20,19
4263,kvyat,21,14,9
4264,leclerc,21,4,3
4265,max_verstappen,21,3,2
4266,norris,21,7,8
4267,perez,21,11,7
4268,raikkonen,21,18,13
4269,ricciardo,21,8,11
4270,russell,21,19,17
4271,sainz,21,9,10
4272,stroll,21,13,20
4273,vettel,21,5,5
4274,albon,1,5,4
4275,bottas,1,1,2
4276,gasly,1,12,8
4277,giovinazzi,1,18,16
4279,hamilton,1,2,3
4280,kevin_magnussen,1,16,18
4281,kvyat,1,13,11
4282,latifi,1,20,17
4283,leclerc,1,7,13
4284,max_verstappen,1,3,1
4285,norris,1,4,5
4286,ocon,1,14,9
4287,perez,1,6,20
4288,raikkonen,1,19,12
4289,ricciardo,1,10,7
4290,russell,1,17,15
4291,sainz,1,8,6
4292,stroll,1,9,10
4293,vettel,1,11,14
4294,albon,2,7,4
4295,bottas,2,4,2
4296,gasly,2,8,8
4297,giovinazzi,2,19,16
4299,hamilton,2,1,3
4300,kevin_magnussen,2,15,18
4301,kvyat,2,14,11
4302,latifi,2,18,17
4303,leclerc,2,11,13
4304,max_verstappen,2,2,1
4305,norris,2,6,5
4306,ocon,2,5,9
4307,perez,2,17,20
4308,raikkonen,2,16,12
4309,ricciardo,2,9,7
4310,russell,2,12,15
4311,sainz,2,3,6
4312,stroll,2,13,10
4313,vettel,2,10,14
4314,albon,3,13,4
4315,bottas,3,2,2
4316,gasly,3,10,8
4317,giovinazzi,3,19,16
4319,hamilton,3,1,3
4320,kevin_magnussen,3,16,18
4321,kvyat,3,17,11
4322,latifi,3,15,17
4323,leclerc,3,6,13
4324,max_verstappen,3,7,1
4325,norris,3,8,5
4326,ocon,3,14,9
4327,perez,3,4,20
4328,raikkonen,3,20,12
4329,ricciardo,3,11,7
4330,russell,3,12,15
4331,sainz,3,9,6
4332,stroll,3,3,10
4333,vettel,3,5,14
4334,albon,4,12,4
4335,bottas,4,2,2
4336,gasly,4,11,8
4337,giovinazzi,4,17,16
4339,hamilton,4,1,3
4341,kevin_magnussen,4,16,18
4342,kvyat,4,14,11
4343,latifi,4,20,17
4344,leclerc,4,4,13
4345,max_verstappen,4,3,1
4346,norris,4,5,5
4347,ocon,4,9,9
4348,raikkonen,4,18,12
4349,ricciardo,4,8,7
4350,russell,4,15,15
4351,sainz,4,7,6
4352,stroll,4,6,10
4353,vettel,4,10,14
4354,albon,5,9,4
4355,bottas,5,1,2
4356,gasly,5,7,8
4357,giovinazzi,5,19,16
4359,hamilton,5,2,3
4361,kevin_magnussen,5,17,18
4362,kvyat,5,16,11
4363,latifi,5,18,17
4364,leclerc,5,8,13
4365,max_verstappen,5,4,1
4366,norris,5,10,5
4367,ocon,5,11,9
4368,raikkonen,5,20,12
4369,ricciardo,5,5,7
4370,russell,5,15,15
4371,sainz,5,13,6
4372,stroll,5,6,10
4373,vettel,5,12,14
4374,albon,6,6,4
4375,bottas,6,2,2
4376,gasly,6,10,8
4377,giovinazzi,6,20,16
4379,hamilton,6,1,3
4380,kevin_magnussen,6,16,18
4381,kvyat,6,12,11
4382,latifi,6,19,17
4383,leclerc,6,9,13
4384,max_verstappen,6,3,1
4385,norris,6,8,5
4386,ocon,6,15,9
4387,perez,6,4,20
4388,raikkonen,6,14,12
4389,ricciardo,6,13,7
4390,russell,6,18,15
4391,sainz,6,7,6
4392,stroll,6,5,10
4393,vettel,6,11,14
4394,albon,7,5,4
4395,bottas,7,2,2
4396,gasly,7,12,8
4397,giovinazzi,7,18,16
4399,hamilton,7,1,3
4400,kevin_magnussen,7,20,18
4401,kvyat,7,11,11
4402,latifi,7,19,17
4403,leclerc,7,13,13
4404,max_verstappen,7,3,1
4405,norris,7,10,5
4406,ocon,7,6,9
4407,perez,7,8,20
4408,raikkonen,7,16,12
4409,ricciardo,7,4,7
4410,russell,7,15,15
4411,sainz,7,7,6
4412,stroll,7,9,10
4413,vettel,7,14,14
4414,albon,8,9,4
4415,bottas,8,2,2
4416,gasly,8,10,8
4417,giovinazzi,8,18,16
4419,hamilton,8,1,3
4420,kevin_magnussen,8,15,18
4421,kvyat,8,11,11
4422,latifi,8,20,17
4423,leclerc,8,13,13
4424,max_verstappen,8,5,1
4425,norris,8,6,5
4426,ocon,8,12,9
4427,perez,8,4,20
4428,raikkonen,8,14,12
4429,ricciardo,8,7,7
4430,russell,8,19,15
4431,sainz,8,3,6
4432,stroll,8,8,10
4433,vettel,8,17,14
4434,albon,9,4,4
4435,bottas,9,2,2
4436,gasly,9,16,8
4437,giovinazzi,9,17,16
4439,hamilton,9,1,3
4440,kevin_magnussen,9,20,18
4441,kvyat,9,12,11
4442,latifi,9,19,17
4443,leclerc,9,5,13
4444,max_verstappen,9,3,1
4445,norris,9,11,5
4446,ocon,9,10,9
4447,perez,9,6,20
4448,raikkonen,9,13,12
4449,ricciardo,9,8,7
4450,russell,9,18,15
4451,sainz,9,9,6
4452,stroll,9,7,10
4453,vettel,9,14,14
4454,albon,10,10,4
4455,bottas,10,3,2
4456,gasly,10,9,8
4457,giovinazzi,10,17,16
4459,hamilton,10,1,3
4460,kevin_magnussen,10,18,18
4461,kvyat,10,12,11
4462,latifi,10,19,17
4463,leclerc,10,11,13
4464,max_verstappen,10,2,1
4465,norris,10,8,5
4466,ocon,10,7,9
4467,perez,10,4,20
4468,raikkonen,10,20,12
4469,ricciardo,10,5,7
4470,russell,10,14,15
4471,sainz,10,6,6
4472,stroll,10,13,10
4473,vettel,10,15,14
4474,albon,11,5,4
4475,bottas,11,1,2
4476,gasly,11,12,8
4477,giovinazzi,11,14,16
4479,hamilton,11,2,3
4481,kevin_magnussen,11,15,18
4482,kvyat,11,13,11
4483,latifi,11,18,17
4484,leclerc,11,4,13
4485,max_verstappen,11,3,1
4486,norris,11,8,5
4487,ocon,11,7,9
4488,perez,11,9,20
4489,raikkonen,11,19,12
4490,ricciardo,11,6,7
4491,russell,11,17,15
4492,sainz,11,10,6
4493,vettel,11,11,14
4494,albon,12,6,4
4495,bottas,12,2,2
4496,gasly,12,9,8
4497,giovinazzi,12,17,16
4499,hamilton,12,1,3
4500,kevin_magnussen,12,19,18
4501,kvyat,12,13,11
4502,latifi,12,20,17
4503,leclerc,12,4,13
4504,max_verstappen,12,3,1
4505,norris,12,8,5
4506,ocon,12,11,9
4507,perez,12,5,20
4508,raikkonen,12,16,12
4509,ricciardo,12,10,7
4510,russell,12,14,15
4511,sainz,12,7,6
4512,stroll,12,12,10
4513,vettel,12,15,14
4514,albon,13,6,4
4515,bottas,13,1,2
4516,gasly,13,4,8
4517,giovinazzi,13,20,16
4519,hamilton,13,2,3
4520,kevin_magnussen,13,17,18
4521,kvyat,13,8,11
4522,latifi,13,19,17
4523,leclerc,13,7,13
4524,max_verstappen,13,3,1
4525,norris,13,9,5
4526,ocon,13,12,9
4527,perez,13,11,20
4528,raikkonen,13,18,12
4529,ricciardo,13,5,7
4530,russell,13,13,15
4531,sainz,13,10,6
4532,stroll,13,15,10
4533,vettel,13,14,14
4534,albon,14,4,4
4535,bottas,14,9,2
4536,gasly,14,15,8
4537,giovinazzi,14,10,16
4539,hamilton,14,6,3
4540,kevin_magnussen,14,16,18
4541,kvyat,14,17,11
4542,latifi,14,20,17
4543,leclerc,14,14,13
4544,max_verstappen,14,2,1
4545,norris,14,11,5
4546,ocon,14,7,9
4547,perez,14,3,20
4548,raikkonen,14,8,12
4549,ricciardo,14,5,7
4550,russell,14,18,15
4551,sainz,14,13,6
4552,stroll,14,1,10
4553,vettel,14,12,14
4554,albon,15,4,4
4555,bottas,15,2,2
4556,gasly,15,8,8
4557,giovinazzi,15,16,16
4559,hamilton,15,1,3
4560,kevin_magnussen,15,18,18
4561,kvyat,15,10,11
4562,latifi,15,20,17
4563,leclerc,15,12,13
4564,max_verstappen,15,3,1
4565,norris,15,9,5
4566,ocon,15,7,9
4567,perez,15,5,20
4568,raikkonen,15,17,12
4569,ricciardo,15,6,7
4570,russell,15,14,15
4571,sainz,15,15,6
4572,stroll,15,13,10
4573,vettel,15,11,14
4575,albon,16,12,4
4576,bottas,16,1,2
4577,gasly,16,9,8
4578,giovinazzi,16,14,16
4579,kevin_magnussen,16,16,18
4580,kvyat,16,6,11
4581,latifi,16,17,17
4582,leclerc,16,4,13
4583,max_verstappen,16,3,1
4584,norris,16,15,5
4585,ocon,16,11,9
4586,perez,16,5,20
4587,pietro_fittipaldi,16,20,19
4588,raikkonen,16,19,12
4589,ricciardo,16,7,7
4590,russell,16,2,15
4591,sainz,16,8,6
4592,stroll,16,10,10
4593,vettel,16,13,14
4594,albon,17,5,4
4595,bottas,17,2,2
4596,gasly,17,10,8
4597,giovinazzi,17,14,16
4598,hamilton,17,3,3
4599,kevin_magnussen,17,17,18
4600,kvyat,17,7,11
4601,latifi,17,20,17
4602,leclerc,17,9,13
4603,max_verstappen,17,1,1
4604,norris,17,4,5
4605,ocon,17,11,9
4606,perez,17,15,20
4607,pietro_fittipaldi,17,19,19
4608,raikkonen,17,16,12
4609,ricciardo,17,12,7
4610,russell,17,18,15
4611,sainz,17,6,6
4612,stroll,17,8,10
4613,vettel,17,13,14
4614,alonso,1,9,8
4615,bottas,1,3,6
4616,gasly,1,5,5
4617,giovinazzi,1,12,17
4618,hamilton,1,2,2
4619,latifi,1,17,16
4620,leclerc,1,4,10
4621,max_verstappen,1,1,1
4623,mick_schumacher,1,19,14
4624,norris,1,7,7
4625,ocon,1,16,9
4626,perez,1,11,15
4627,raikkonen,1,14,19
4628,ricciardo,1,6,12
4629,russell,1,15,18
4630,sainz,1,8,3
4631,stroll,1,10,13
4632,tsunoda,1,13,4
4633,vettel,1,18,11
4634,alonso,2,15,8
4635,bottas,2,8,6
4636,gasly,2,5,5
4637,giovinazzi,2,17,17
4638,hamilton,2,1,2
4639,latifi,2,14,16
4640,leclerc,2,4,10
4641,max_verstappen,2,3,1
4643,mick_schumacher,2,18,14
4644,norris,2,7,7
4645,ocon,2,9,9
4646,perez,2,2,15
4647,raikkonen,2,16,19
4648,ricciardo,2,6,12
4649,russell,2,12,18
4650,sainz,2,11,3
4651,stroll,2,10,13
4652,tsunoda,2,20,4
4653,vettel,2,13,11
4654,alonso,3,13,8
4655,bottas,3,1,6
4656,gasly,3,9,5
4657,giovinazzi,3,12,17
4658,hamilton,3,2,2
4659,latifi,3,18,16
4660,leclerc,3,8,10
4661,max_verstappen,3,3,1
4663,mick_schumacher,3,19,14
4664,norris,3,7,7
4665,ocon,3,6,9
4666,perez,3,4,15
4667,raikkonen,3,15,19
4668,ricciardo,3,16,12
4669,russell,3,11,18
4670,sainz,3,5,3
4671,stroll,3,17,13
4672,tsunoda,3,14,4
4673,vettel,3,10,11
4674,alonso,4,10,8
4675,bottas,4,3,6
4676,gasly,4,12,5
4677,giovinazzi,4,14,17
4678,hamilton,4,1,2
4679,latifi,4,19,16
4680,leclerc,4,4,10
4681,max_verstappen,4,2,1
4683,mick_schumacher,4,18,14
4684,norris,4,9,7
4685,ocon,4,5,9
4686,perez,4,8,15
4687,raikkonen,4,17,19
4688,ricciardo,4,7,12
4689,russell,4,15,18
4690,sainz,4,6,3
4691,stroll,4,11,13
4692,tsunoda,4,16,4
4693,vettel,4,13,11
4694,alonso,5,17,8
4695,bottas,5,3,6
4696,gasly,5,6,5
4697,giovinazzi,5,10,17
4698,hamilton,5,7,2
4699,latifi,5,18,16
4700,leclerc,5,1,10
4701,max_verstappen,5,2,1
4703,norris,5,5,7
4704,ocon,5,11,9
4705,perez,5,9,15
4706,raikkonen,5,14,19
4707,ricciardo,5,12,12
4708,russell,5,15,18
4709,sainz,5,4,3
4710,stroll,5,13,13
4711,tsunoda,5,16,4
4712,vettel,5,8,11
4713,alonso,6,9,8
4714,bottas,6,10,6
4715,gasly,6,4,5
4716,giovinazzi,6,20,17
4717,hamilton,6,2,2
4718,latifi,6,16,16
4719,leclerc,6,1,10
4720,max_verstappen,6,3,1
4722,mick_schumacher,6,17,14
4723,norris,6,6,7
4724,ocon,6,12,9
4725,perez,6,7,15
4726,raikkonen,6,14,19
4727,ricciardo,6,13,12
4728,russell,6,15,18
4729,sainz,6,5,3
4730,stroll,6,19,13
4731,tsunoda,6,8,4
4732,vettel,6,11,11
4733,alonso,7,9,8
4734,bottas,7,3,6
4735,gasly,7,6,5
4736,giovinazzi,7,13,17
4737,hamilton,7,2,2
4738,latifi,7,16,16
4739,leclerc,7,7,10
4740,max_verstappen,7,1,1
4742,mick_schumacher,7,15,14
4743,norris,7,8,7
4744,ocon,7,11,9
4745,perez,7,4,15
4746,raikkonen,7,17,19
4747,ricciardo,7,10,12
4748,russell,7,14,18
4749,sainz,7,5,3
4750,stroll,7,19,13
4751,tsunoda,7,20,4
4752,vettel,7,12,11
4753,alonso,8,9,8
4754,bottas,8,2,6
4755,gasly,8,6,5
4756,giovinazzi,8,15,17
4757,hamilton,8,3,2
4758,latifi,8,16,16
4759,leclerc,8,7,10
4760,max_verstappen,8,1,1
4762,mick_schumacher,8,19,14
4763,norris,8,4,7
4764,ocon,8,17,9
4765,perez,8,5,15
4766,raikkonen,8,18,19
4767,ricciardo,8,13,12
4768,russell,8,11,18
4769,sainz,8,12,3
4770,stroll,8,10,13
4771,tsunoda,8,8,4
4772,vettel,8,14,11
4773,alonso,9,14,8
4774,bottas,9,5,6
4775,gasly,9,6,5
4776,giovinazzi,9,15,17
4777,hamilton,9,4,2
4778,latifi,9,18,16
4779,leclerc,9,12,10
4780,max_verstappen,9,1,1
4782,mick_schumacher,9,19,14
4783,norris,9,2,7
4784,ocon,9,17,9
4785,perez,9,3,15
4786,raikkonen,9,16,19
4787,ricciardo,9,13,12
4788,russell,9,9,18
4789,sainz,9,11,3
4790,stroll,9,10,13
4791,tsunoda,9,7,4
4792,vettel,9,8,11
4793,alonso,10,11,8
4794,bottas,10,3,6
4795,gasly,10,12,5
4796,giovinazzi,10,14,17
4797,hamilton,10,1,2
4798,latifi,10,18,16
4799,leclerc,10,4,10
4800,max_verstappen,10,2,1
4802,mick_schumacher,10,19,14
4803,norris,10,6,7
4804,ocon,10,13,9
4805,perez,10,5,15
4806,raikkonen,10,17,19
4807,ricciardo,10,7,12
4808,russell,10,8,18
4809,sainz,10,9,3
4810,stroll,10,15,13
4811,tsunoda,10,16,4
4812,vettel,10,10,11
4813,alonso,11,9,8
4814,bottas,11,2,6
4815,gasly,11,5,5
4816,giovinazzi,11,14,17
4817,hamilton,11,1,2
4818,latifi,11,18,16
4819,leclerc,11,7,10
4820,max_verstappen,11,3,1
4822,mick_schumacher,11,20,14
4823,norris,11,6,7
4824,ocon,11,8,9
4825,perez,11,4,15
4826,raikkonen,11,13,19
4827,ricciardo,11,11,12
4828,russell,11,17,18
4829,sainz,11,15,3
4830,stroll,11,12,13
4831,tsunoda,11,16,4
4832,vettel,11,10,11
4833,alonso,12,14,8
4834,bottas,12,8,6
4835,gasly,12,6,5
4836,giovinazzi,12,16,17
4837,hamilton,12,3,2
4838,latifi,12,12,16
4839,leclerc,12,11,10
4840,max_verstappen,12,1,1
4842,mick_schumacher,12,18,14
4843,norris,12,10,7
4844,ocon,12,9,9
4845,perez,12,7,15
4846,raikkonen,12,19,19
4847,ricciardo,12,4,12
4848,russell,12,2,18
4849,sainz,12,13,3
4850,stroll,12,15,13
4851,tsunoda,12,17,4
4852,vettel,12,5,11
4853,alonso,13,9,8
4854,bottas,13,3,6
4855,gasly,13,4,5
4856,giovinazzi,13,7,17
4857,hamilton,13,2,2
4859,latifi,13,14,16
4860,leclerc,13,5,10
4861,max_verstappen,13,1,1
4863,mick_schumacher,13,19,14
4864,norris,13,13,7
4865,ocon,13,8,9
4866,perez,13,16,15
4867,ricciardo,13,10,12
4868,russell,13,11,18
4869,sainz,13,6,3
4870,stroll,13,12,13
4871,tsunoda,13,15,4
4872,vettel,13,17,11
4873,alonso,14,13,8
4874,bottas,14,1,6
4875,gasly,14,6,5
4876,giovinazzi,14,10,17
4877,hamilton,14,2,2
4879,latifi,14,16,16
4880,leclerc,14,8,10
4881,max_verstappen,14,3,1
4883,mick_schumacher,14,18,14
4884,norris,14,4,7
4885,ocon,14,14,9
4886,perez,14,9,15
4887,ricciardo,14,5,12
4888,russell,14,15,18
4889,sainz,14,7,3
4890,stroll,14,12,13
4891,tsunoda,14,17,4
4892,vettel,14,11,11
4893,alonso,15,6,8
4894,bottas,15,7,6
4895,gasly,15,12,5
4896,giovinazzi,15,18,17
4897,hamilton,15,4,2
4898,latifi,15,14,16
4899,leclerc,15,15,10
4900,max_verstappen,15,20,1
4902,mick_schumacher,15,17,14
4903,norris,15,1,7
4904,ocon,15,10,9
4905,perez,15,9,15
4906,raikkonen,15,16,19
4907,ricciardo,15,5,12
4908,russell,15,3,18
4909,sainz,15,2,3
4910,stroll,15,8,13
4911,tsunoda,15,13,4
4912,vettel,15,11,11
4913,alonso,16,6,8
4914,bottas,16,2,6
4915,gasly,16,5,5
4916,giovinazzi,16,18,17
4917,hamilton,16,1,2
4918,latifi,16,17,16
4919,leclerc,16,4,10
4920,max_verstappen,16,3,1
4922,mick_schumacher,16,14,14
4923,norris,16,8,7
4924,ocon,16,12,9
4925,perez,16,7,15
4926,raikkonen,16,19,19
4927,ricciardo,16,16,12
4928,russell,16,13,18
4929,sainz,16,15,3
4930,stroll,16,9,13
4931,tsunoda,16,10,4
4932,vettel,16,11,11
4933,alonso,17,14,8
4934,bottas,17,4,6
4935,gasly,17,9,5
4936,giovinazzi,17,13,17
4937,hamilton,17,2,2
4938,latifi,17,17,16
4939,leclerc,17,5,10
4940,max_verstappen,17,1,1
4942,mick_schumacher,17,19,14
4943,norris,17,8,7
4944,ocon,17,11,9
4945,perez,17,3,15
4946,raikkonen,17,18,19
4947,ricciardo,17,7,12
4948,russell,17,15,18
4949,sainz,17,6,3
4950,stroll,17,16,13
4951,tsunoda,17,10,4
4952,vettel,17,12,11
4953,alonso,18,16,8
4954,bottas,18,1,6
4955,gasly,18,5,5
4956,giovinazzi,18,14,17
4957,hamilton,18,2,2
4958,latifi,18,17,16
4959,leclerc,18,8,10
4960,max_verstappen,18,3,1
4962,mick_schumacher,18,18,14
4963,norris,18,10,7
4964,ocon,18,15,9
4965,perez,18,4,15
4966,raikkonen,18,12,19
4967,ricciardo,18,7,12
4968,russell,18,13,18
4969,sainz,18,6,3
4970,stroll,18,20,13
4971,tsunoda,18,9,4
4972,vettel,18,11,11
4973,alonso,19,10,8
4974,bottas,19,3,6
4975,gasly,19,5,5
4976,giovinazzi,19,15,17
4977,hamilton,19,1,2
4978,latifi,19,17,16
4979,leclerc,19,7,10
4980,max_verstappen,19,2,1
4982,mick_schumacher,19,19,14
4983,norris,19,8,7
4984,ocon,19,11,9
4985,perez,19,4,15
4986,raikkonen,19,14,19
4987,ricciardo,19,9,12
4988,russell,19,18,18
4989,sainz,19,6,3
4990,stroll,19,16,13
4991,tsunoda,19,13,4
4992,vettel,19,12,11
4993,alonso,20,5,8
4994,bottas,20,3,6
4995,gasly,20,4,5
4996,giovinazzi,20,18,17
4997,hamilton,20,1,2
4998,latifi,20,17,16
4999,leclerc,20,13,10
5000,max_verstappen,20,2,1
5002,mick_schumacher,20,19,14
5003,norris,20,6,7
5004,ocon,20,9,9
5005,perez,20,11,15
5006,raikkonen,20,16,19
5007,ricciardo,20,14,12
5008,russell,20,15,18
5009,sainz,20,7,3
5010,stroll,20,12,13
5011,tsunoda,20,8,4
5012,vettel,20,10,11
5013,alonso,21,13,8
5014,bottas,21,2,6
5015,gasly,21,6,5
5016,giovinazzi,21,10,17
5017,hamilton,21,1,2
5018,latifi,21,16,16
5019,leclerc,21,4,10
5020,max_verstappen,21,3,1
5022,mick_schumacher,21,19,14
5023,norris,21,7,7
5024,ocon,21,9,9
5025,perez,21,5,15
5026,raikkonen,21,12,19
5027,ricciardo,21,11,12
5028,russell,21,14,18
5029,sainz,21,15,3
5030,stroll,21,18,13
5031,tsunoda,21,8,4
5032,vettel,21,17,11
5033,alonso,22,11,8
5034,bottas,22,6,6
5035,gasly,22,12,5
5036,giovinazzi,22,14,17
5037,hamilton,22,2,2
5038,latifi,22,16,16
5039,leclerc,22,7,10
5040,max_verstappen,22,1,1
5042,mick_schumacher,22,19,14
5043,norris,22,3,7
5044,ocon,22,9,9
5045,perez,22,4,15
5046,raikkonen,22,18,19
5047,ricciardo,22,10,12
5048,russell,22,17,18
5049,sainz,22,5,3
5050,stroll,22,13,13
5051,tsunoda,22,8,4
5052,vettel,22,15,11
